rule_code,ingredient_a_code,ingredient_a_name,ingredient_b_code,ingredient_b_name,pair_key,severity,action_type,is_overridable,title_vi,clinical_effect_vi,mechanism_vi,recommendation_vi,monitoring_guidance_vi,route_scope,applicability_note_vi,evidence_level,source_name,source_reference,source_url,rule_set_version,evidence_checked_at,review_status,clinical_signoff_status,is_active,demo_scenario,sample_product_a_code,sample_product_a_name,sample_product_b_code,sample_product_b_name,notes
DDI-DEMO-068,ING004208,Ethinylestradiol,ING003008,Carbamazepine,ING003008:ING004208,HIGH,AVOID_COMBINATION,True,Carbamazepine làm giảm hiệu quả ethinylestradiol,Tăng nguy cơ chảy máu bất thường và thất bại tránh thai.,"Thuốc/thảo dược cảm ứng enzyme chuyển hóa, làm giảm nồng độ hormone tránh thai.",Dùng biện pháp tránh thai không nội tiết bổ sung hoặc chọn phương pháp khác theo bác sĩ.,Theo dõi chảy máu bất thường; tư vấn thời gian dùng biện pháp bổ sung.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ethinyl+estradiol,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P006631,Thuốc tránh thai Marvelon Organon (21 viên),P003163,Thuốc Tegretol CR 200 điều trị bệnh động kinh (5 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-069,ING004208,Ethinylestradiol,ING003037,Phenytoin,ING003037:ING004208,HIGH,AVOID_COMBINATION,True,Phenytoin làm giảm hiệu quả ethinylestradiol,Tăng nguy cơ chảy máu bất thường và thất bại tránh thai.,"Thuốc/thảo dược cảm ứng enzyme chuyển hóa, làm giảm nồng độ hormone tránh thai.",Dùng biện pháp tránh thai không nội tiết bổ sung hoặc chọn phương pháp khác theo bác sĩ.,Theo dõi chảy máu bất thường; tư vấn thời gian dùng biện pháp bổ sung.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ethinyl+estradiol,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P006631,Thuốc tránh thai Marvelon Organon (21 viên),P003232,"Viên nén Phenytoin 100mg Danapha điều trị động kinh cơn lớn, động kinh cục bộ (100 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-070,ING004208,Ethinylestradiol,ING004586,St. John's Wort,ING004208:ING004586,HIGH,AVOID_COMBINATION,True,St. John's Wort có thể làm giảm hiệu quả ethinylestradiol,Tăng nguy cơ chảy máu bất thường và thất bại tránh thai.,"Thuốc/thảo dược cảm ứng enzyme chuyển hóa, làm giảm nồng độ hormone tránh thai.",Dùng biện pháp tránh thai không nội tiết bổ sung hoặc chọn phương pháp khác theo bác sĩ.,Theo dõi chảy máu bất thường; tư vấn thời gian dùng biện pháp bổ sung.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ethinyl+estradiol,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P006631,Thuốc tránh thai Marvelon Organon (21 viên),P007219,Viên uống hỗ trợ làn da căng sáng tăng cường sinh lý nữ Angela Gold Ecogreen (60 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-071,ING002848,Simvastatin,ING002855,Amiodarone,ING002848:ING002855,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Amiodarone làm tăng nguy cơ độc tính simvastatin,Tăng nguy cơ bệnh cơ và tiêu cơ vân.,Amiodarone ức chế chuyển hóa simvastatin.,Giới hạn liều theo nhãn hiện hành hoặc chọn statin khác theo bác sĩ.,"Theo dõi đau cơ, yếu cơ, CK và chức năng thận khi có triệu chứng.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=simvastatin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002786,Thuốc Silvasten Davi Pharm hạ lipid máu (4 vỉ x 7 viên),P002393,Thuốc Cordarone 200mg Sanofi phòng ngừa và điều trị một số dạng rối loạn nhịp tim (30 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-072,ING002848,Simvastatin,ING002965,Diltiazem Hydrochloride,ING002848:ING002965,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Diltiazem làm tăng nồng độ simvastatin,Tăng nguy cơ bệnh cơ.,Diltiazem ức chế CYP3A4.,Giới hạn liều theo nhãn hiện hành hoặc chọn statin khác theo bác sĩ.,"Theo dõi đau cơ, yếu cơ, CK và chức năng thận khi có triệu chứng.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=simvastatin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002786,Thuốc Silvasten Davi Pharm hạ lipid máu (4 vỉ x 7 viên),P003067,"Thuốc Herbesser 60mg điều trị cao huyết áp vô căn, đau thắt ngực (10 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-073,ING002848,Simvastatin,ING002870,Verapamil hydrochloride,ING002848:ING002870,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Verapamil làm tăng nồng độ simvastatin,Tăng nguy cơ bệnh cơ.,Verapamil ức chế CYP3A4.,Giới hạn liều theo nhãn hiện hành hoặc chọn statin khác theo bác sĩ.,"Theo dõi đau cơ, yếu cơ, CK và chức năng thận khi có triệu chứng.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=simvastatin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002786,Thuốc Silvasten Davi Pharm hạ lipid máu (4 vỉ x 7 viên),P002449,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-074,ING002808,Atorvastatin,ING002572,Clarithromycin,ING002572:ING002808,HIGH,AVOID_COMBINATION,True,Clarithromycin làm tăng nồng độ atorvastatin,Tăng nguy cơ bệnh cơ và tiêu cơ vân.,Clarithromycin ức chế CYP3A4 và chất vận chuyển liên quan đến atorvastatin.,Tránh nếu có thể; cân nhắc tạm ngừng hoặc giới hạn liều theo bác sĩ.,"Theo dõi đau cơ, yếu cơ và CK.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=clarithromycin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002347,Thuốc Lipvar 10 DHG Pharma hạ lipid máu (3 vỉ x 10 viên),P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-075,ING002838,Digoxin,ING002572,Clarithromycin,ING002572:ING002838,HIGH,ADJUST_DOSE_OR_MONITOR,True,Clarithromycin làm tăng digoxin,"Tăng nguy cơ buồn nôn, rối loạn thị giác, nhịp chậm và loạn nhịp.",Clarithromycin ức chế P-gp và có thể giảm thải trừ digoxin.,"Cần bác sĩ đánh giá liều, nồng độ digoxin và điện giải.","Theo dõi nhịp tim, ECG, kali, magiê, chức năng thận và nồng độ digoxin khi cần.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=digoxin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002321,"Thuốc DigoxineQualy Dược 3-2 điều trị suy tim sung huyết, rung nhỉ (1 vỉ x 30 viên)",P001681,Thuốc Clabact 500 DHG điều trị nhiễm khuẩn (2 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-076,ING002838,Digoxin,ING002855,Amiodarone,ING002838:ING002855,HIGH,ADJUST_DOSE_OR_MONITOR,True,Amiodarone làm tăng digoxin,Tăng nồng độ digoxin và nguy cơ nhịp chậm/độc tính.,Amiodarone làm giảm thanh thải digoxin.,"Cần bác sĩ đánh giá liều, nồng độ digoxin và điện giải.","Theo dõi nhịp tim, ECG, kali, magiê, chức năng thận và nồng độ digoxin khi cần.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=digoxin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002321,"Thuốc DigoxineQualy Dược 3-2 điều trị suy tim sung huyết, rung nhỉ (1 vỉ x 30 viên)",P002393,Thuốc Cordarone 200mg Sanofi phòng ngừa và điều trị một số dạng rối loạn nhịp tim (30 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-077,ING002838,Digoxin,ING002870,Verapamil hydrochloride,ING002838:ING002870,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Verapamil làm tăng digoxin,Tăng nồng độ digoxin và nguy cơ nhịp chậm.,Verapamil ức chế P-gp và giảm thanh thải digoxin.,"Cần bác sĩ đánh giá liều, nồng độ digoxin và điện giải.","Theo dõi nhịp tim, ECG, kali, magiê, chức năng thận và nồng độ digoxin khi cần.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=digoxin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002321,"Thuốc DigoxineQualy Dược 3-2 điều trị suy tim sung huyết, rung nhỉ (1 vỉ x 30 viên)",P002449,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-078,ING002838,Digoxin,ING002927,Furosemide,ING002838:ING002927,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Furosemide làm tăng nguy cơ độc tính digoxin qua hạ kali,Hạ kali làm cơ tim nhạy hơn với digoxin.,Furosemide có thể gây mất kali và magiê.,"Cần bác sĩ đánh giá liều, nồng độ digoxin và điện giải.","Theo dõi nhịp tim, ECG, kali, magiê, chức năng thận và nồng độ digoxin khi cần.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=digoxin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002321,"Thuốc DigoxineQualy Dược 3-2 điều trị suy tim sung huyết, rung nhỉ (1 vỉ x 30 viên)",P004165,Thuốc Urostad 40 Stella điều trị phù phổi cấp (5 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-079,ING002838,Digoxin,ING002806,Hydrochlorothiazide,ING002806:ING002838,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Hydrochlorothiazide làm tăng nguy cơ độc tính digoxin qua hạ kali,Hạ kali làm tăng nguy cơ loạn nhịp do digoxin.,Thiazide có thể gây mất kali.,"Cần bác sĩ đánh giá liều, nồng độ digoxin và điện giải.","Theo dõi nhịp tim, ECG, kali, magiê, chức năng thận và nồng độ digoxin khi cần.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=digoxin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002321,"Thuốc DigoxineQualy Dược 3-2 điều trị suy tim sung huyết, rung nhỉ (1 vỉ x 30 viên)",P002354,Thuốc Sastan-H điều trị tăng huyết áp (3 vỉ x 10 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-080,ING002855,Amiodarone,ING002965,Diltiazem Hydrochloride,ING002855:ING002965,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Amiodarone và diltiazem làm tăng nhịp chậm,"Tăng nguy cơ nhịp chậm, hạ huyết áp, block nhĩ thất hoặc suy tim.","Tác dụng ức chế nút xoang, nút nhĩ thất và co bóp cơ tim cộng hợp.",Chỉ phối hợp khi có chỉ định và giám sát tim mạch.,"Theo dõi mạch, huyết áp, ECG và triệu chứng chóng mặt/ngất.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Amiodarone,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002393,Thuốc Cordarone 200mg Sanofi phòng ngừa và điều trị một số dạng rối loạn nhịp tim (30 viên),P003067,"Thuốc Herbesser 60mg điều trị cao huyết áp vô căn, đau thắt ngực (10 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-081,ING002855,Amiodarone,ING002859,Metoprolol tartrate,ING002855:ING002859,MEDIUM,ADJUST_DOSE_OR_MONITOR,True,Amiodarone và metoprolol làm tăng nhịp chậm,"Tăng nguy cơ nhịp chậm, hạ huyết áp, block nhĩ thất hoặc suy tim.","Tác dụng ức chế nút xoang, nút nhĩ thất và co bóp cơ tim cộng hợp.",Chỉ phối hợp khi có chỉ định và giám sát tim mạch.,"Theo dõi mạch, huyết áp, ECG và triệu chứng chóng mặt/ngất.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Amiodarone,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_MONITOR,P002393,Thuốc Cordarone 200mg Sanofi phòng ngừa và điều trị một số dạng rối loạn nhịp tim (30 viên),P002607,"Thuốc Egilok 50mg Egis Pharma điều trị tăng huyết áp, đau thắt ngực (60 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-082,ING002870,Verapamil hydrochloride,ING002859,Metoprolol tartrate,ING002859:ING002870,HIGH,ADJUST_DOSE_OR_MONITOR,True,Verapamil và metoprolol có thể gây block tim,"Tăng nguy cơ nhịp chậm, hạ huyết áp, block nhĩ thất hoặc suy tim.","Tác dụng ức chế nút xoang, nút nhĩ thất và co bóp cơ tim cộng hợp.",Chỉ phối hợp khi có chỉ định và giám sát tim mạch.,"Theo dõi mạch, huyết áp, ECG và triệu chứng chóng mặt/ngất.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Verapamil+hydrochloride,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P002449,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",P002607,"Thuốc Egilok 50mg Egis Pharma điều trị tăng huyết áp, đau thắt ngực (60 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-083,ING002965,Diltiazem Hydrochloride,ING002859,Metoprolol tartrate,ING002859:ING002965,HIGH,ADJUST_DOSE_OR_MONITOR,True,Diltiazem và metoprolol có thể gây block tim,"Tăng nguy cơ nhịp chậm, hạ huyết áp, block nhĩ thất hoặc suy tim.","Tác dụng ức chế nút xoang, nút nhĩ thất và co bóp cơ tim cộng hợp.",Chỉ phối hợp khi có chỉ định và giám sát tim mạch.,"Theo dõi mạch, huyết áp, ECG và triệu chứng chóng mặt/ngất.",SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Diltiazem+Hydrochloride,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,HIGH_SOFT_STOP,P003067,"Thuốc Herbesser 60mg điều trị cao huyết áp vô căn, đau thắt ngực (10 vỉ x 10 viên)",P002607,"Thuốc Egilok 50mg Egis Pharma điều trị tăng huyết áp, đau thắt ngực (60 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-084,ING004205,Levothyroxine,ING003085,Calcium Carbonate,ING003085:ING004205,MEDIUM,SEPARATE_ADMINISTRATION,True,Calcium carbonate làm giảm hấp thu levothyroxine,Giảm hiệu quả điều trị suy giáp và có thể làm tăng TSH.,Tạo phức hoặc hấp phụ levothyroxine trong đường tiêu hóa.,Uống cách nhau ít nhất 4 giờ và duy trì cách dùng ổn định.,Theo dõi TSH/FT4 sau thay đổi lịch dùng hoặc bắt đầu/ngừng thuốc tương tác.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=levothyroxine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_TIMING,P006814,Thuốc L-Tyrox 100 DaviPharm điều trị hội chứng suy giáp (10 vỉ x 10 viên),P004740,"Thuốc Abricotis Probiotec hỗ trợ sức khỏe xương, cơ bắp, bổ sung canxi (6 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-085,ING004205,Levothyroxine,ING003677,Ferrous sulfate anhydrous,ING003677:ING004205,MEDIUM,SEPARATE_ADMINISTRATION,True,Sắt làm giảm hấp thu levothyroxine,Giảm hiệu quả điều trị suy giáp và có thể làm tăng TSH.,Tạo phức ít tan với levothyroxine.,Uống cách nhau ít nhất 4 giờ và duy trì cách dùng ổn định.,Theo dõi TSH/FT4 sau thay đổi lịch dùng hoặc bắt đầu/ngừng thuốc tương tác.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=levothyroxine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_TIMING,P006814,Thuốc L-Tyrox 100 DaviPharm điều trị hội chứng suy giáp (10 vỉ x 10 viên),P004998,Thuốc Eskafolvit Capsule Eskayef phòng và điều trị bệnh thiếu máu do thiếu sắt (15 vỉ x 6 viên),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-086,ING004205,Levothyroxine,ING003086,Sucralfate,ING003086:ING004205,MEDIUM,SEPARATE_ADMINISTRATION,True,Sucralfate làm giảm hấp thu levothyroxine,Giảm hiệu quả điều trị suy giáp và có thể làm tăng TSH.,Liên kết levothyroxine trong đường tiêu hóa.,Uống cách nhau ít nhất 4 giờ và duy trì cách dùng ổn định.,Theo dõi TSH/FT4 sau thay đổi lịch dùng hoặc bắt đầu/ngừng thuốc tương tác.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=levothyroxine,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_TIMING,P006814,Thuốc L-Tyrox 100 DaviPharm điều trị hội chứng suy giáp (10 vỉ x 10 viên),P003665,Thuốc Sucrapi 1000mg/5ml Apimed điều trị loét dạ dày tá tràng (20 gói),Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
DDI-DEMO-087,ING002576,Ciprofloxacin,ING003085,Calcium Carbonate,ING002576:ING003085,MEDIUM,SEPARATE_ADMINISTRATION,True,Calcium làm giảm hấp thu ciprofloxacin,Giảm nồng độ ciprofloxacin và có thể làm thất bại điều trị nhiễm khuẩn.,Ion kim loại tạo phức chelat với ciprofloxacin trong đường tiêu hóa.,Dùng ciprofloxacin ít nhất 2 giờ trước hoặc 6 giờ sau sản phẩm chứa kim loại/sucralfate.,Theo dõi đáp ứng nhiễm khuẩn và tuân thủ thời điểm dùng.,SYSTEMIC_ONLY,"Chỉ áp dụng khi thuốc/thành phần được dùng đường toàn thân; không tự động áp dụng cho dạng bôi, nhỏ mắt hoặc dùng tại chỗ có hấp thu toàn thân không đáng kể.",OFFICIAL_LABEL,DailyMed/FDA drug label,Drug Interactions / Warnings and Precautions,https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=ciprofloxacin,DDI-DEMO-2026.06,2026-06-24,EVIDENCE_CHECKED_FOR_DEMO,REQUIRES_PHARMACIST_SIGN_OFF,True,MEDIUM_TIMING,P001769,Thuốc Ciprobay 200mg Bayer điều trị nhiễm trùng (100ml),P004740,"Thuốc Abricotis Probiotec hỗ trợ sức khỏe xương, cơ bắp, bổ sung canxi (6 vỉ x 10 viên)",Dùng cho demo/đào tạo; không thay thế cơ sở dữ liệu tương tác thuốc thương mại hoặc đánh giá của dược sĩ.
